"BehaviorSpace results (NetLogo 6.2.0)"
"HUMAT_COVID_visitors_measure_FINAL.nlogo"
"opinion_behavior"
"01/13/2022 11:53:05:671 +0100"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-45","45","-45","45"
"[run number]","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40","41","42","43","44","45","46","47","48","49","50","51","52","53","54","55","56","57","58","59","60","61","62","63","64","65","66","67","68","69","70","71","72","73","74","75","76","77","78","79","80","81","82","83","84","85","86","87","88","89","90","91","92","93","94","95","96","97","98","99","100"
,"46.45","50.75","40.75","43.09","42.42","42.29","45.87","45.26","45.44","43.21","48.8","45.19","48.58","49.87","49.84","49.27","43.67","41.47","42.47","49.1","52.47","50.58","44.09","48.67","52.2","44","51.8","50.48","49.06","46.98","45.81","48.7","52.74","49.71","46.45","51.63","59.06","53.88","53.69","50.35","51.06","55.47","51.66","50.5","49.42","49.62","51.43","49.86","50.59","52.23","58.88","54.9","53.7","58.31","52.37","53.97","52.32","50.79","54.98","55.23","49.92","55","55.98","52.81","53.41","55.73","55.93","53.42","54.32","56.68","56.07","55.67","55.78","56.94","56.67","54.51","53.72","58.14","57.62","59.61","53.3","54.39","55.98","52.99","57.4","56.09","59.8","48.24","57.24","57.37","54.32","53.45","59.08","56.49","50.23","55.54","58.03","53.6","57.15","61.89"
,"46.45","50.75","40.75","43.09","42.42","42.29","45.87","45.26","45.44","43.21","48.8","45.19","48.58","49.87","49.84","49.27","43.67","41.47","42.47","49.1","52.47","50.58","44.09","48.67","52.2","44","51.8","50.48","49.06","46.98","45.81","48.7","52.74","49.71","46.45","51.63","59.06","53.88","53.69","50.35","51.06","55.47","51.66","50.5","49.42","49.62","51.43","49.86","50.59","52.23","58.88","54.9","53.7","58.31","52.37","53.97","52.32","50.79","54.98","55.23","49.92","55","55.98","52.81","53.41","55.73","55.93","53.42","54.32","56.68","56.07","55.67","55.78","56.94","56.67","54.51","53.72","58.14","57.62","59.61","53.3","54.39","55.98","52.99","57.4","56.09","59.8","48.24","57.24","57.37","54.32","53.45","59.08","56.49","50.23","55.54","58.03","53.6","57.15","61.89"
,"46.45","50.75","40.75","43.09","42.42","42.29","45.87","45.26","45.44","43.21","48.8","45.19","48.58","49.87","49.84","49.27","43.67","41.47","42.47","49.1","52.47","50.58","44.09","48.67","52.2","44","51.8","50.48","49.06","46.98","45.81","48.7","52.74","49.71","46.45","51.63","59.06","53.88","53.69","50.35","51.06","55.47","51.66","50.5","49.42","49.62","51.43","49.86","50.59","52.23","58.88","54.9","53.7","58.31","52.37","53.97","52.32","50.79","54.98","55.23","49.92","55","55.98","52.81","53.41","55.73","55.93","53.42","54.32","56.68","56.07","55.67","55.78","56.94","56.67","54.51","53.72","58.14","57.62","59.61","53.3","54.39","55.98","52.99","57.4","56.09","59.8","48.24","57.24","57.37","54.32","53.45","59.08","56.49","50.23","55.54","58.03","53.6","57.15","61.89"
,"46.45","50.75","40.75","43.09","42.42","42.29","45.87","45.26","45.44","43.21","48.8","45.19","48.58","49.87","49.84","49.27","43.67","41.47","42.47","49.1","52.47","50.58","44.09","48.67","52.2","44","51.8","50.48","49.06","46.98","45.81","48.7","52.74","49.71","46.45","51.63","59.06","53.88","53.69","50.35","51.06","55.47","51.66","50.5","49.42","49.62","51.43","49.86","50.59","52.23","58.88","54.9","53.7","58.31","52.37","53.97","52.32","50.79","54.98","55.23","49.92","55","55.98","52.81","53.41","55.73","55.93","53.42","54.32","56.68","56.07","55.67","55.78","56.94","56.67","54.51","53.72","58.14","57.62","59.61","53.3","54.39","55.98","52.99","57.4","56.09","59.8","48.24","57.24","57.37","54.32","53.45","59.08","56.49","50.23","55.54","58.03","53.6","57.15","61.89"
,"46.45","50.75","40.75","43.09","42.42","42.29","45.87","45.26","45.44","43.21","48.8","45.19","48.58","49.87","49.84","49.27","43.67","41.47","42.47","49.1","52.47","50.58","44.09","48.67","52.2","44","51.8","50.48","49.06","46.98","45.81","48.7","52.74","49.71","46.45","51.63","59.06","53.88","53.69","50.35","51.06","55.47","51.66","50.5","49.42","49.62","51.43","49.86","50.59","52.23","58.88","54.9","53.7","58.31","52.37","53.97","52.32","50.79","54.98","55.23","49.92","55","55.98","52.81","53.41","55.73","55.93","53.42","54.32","56.68","56.07","55.67","55.78","56.94","56.67","54.51","53.72","58.14","57.62","59.61","53.3","54.39","55.98","52.99","57.4","56.09","59.8","48.24","57.24","57.37","54.32","53.45","59.08","56.49","50.23","55.54","58.03","53.6","57.15","61.89"
,"46.45","50.75","40.75","43.09","42.42","42.29","45.87","45.26","45.44","43.21","48.8","45.19","48.58","49.87","49.84","49.27","43.67","41.47","42.47","49.1","52.47","50.58","44.09","48.67","52.2","44","51.8","50.48","49.06","46.98","45.81","48.7","52.74","49.71","46.45","51.63","59.06","53.88","53.69","50.35","51.06","55.47","51.66","50.5","49.42","49.62","51.43","49.86","50.59","52.23","58.88","54.9","53.7","58.31","52.37","53.97","52.32","50.79","54.98","55.23","49.92","55","55.98","52.81","53.41","55.73","55.93","53.42","54.32","56.68","56.07","55.67","55.78","56.94","56.67","54.51","53.72","58.14","57.62","59.61","53.3","54.39","55.98","52.99","57.4","56.09","59.8","48.24","57.24","57.37","54.32","53.45","59.08","56.49","50.23","55.54","58.03","53.6","57.15","61.89"
,"46.45","50.75","40.75","43.09","42.42","42.29","45.87","45.26","45.44","43.21","48.8","45.19","48.58","49.87","49.84","49.27","43.67","41.47","42.47","49.1","52.47","50.58","44.09","48.67","52.2","44","51.8","50.48","49.06","46.98","45.81","48.7","52.74","49.71","46.45","51.63","59.06","53.88","53.69","50.35","51.06","55.47","51.66","50.5","49.42","49.62","51.43","49.86","50.59","52.23","58.88","54.9","53.7","58.31","52.37","53.97","52.32","50.79","54.98","55.23","49.92","55","55.98","52.81","53.41","55.73","55.93","53.42","54.32","56.68","56.07","55.67","55.78","56.94","56.67","54.51","53.72","58.14","57.62","59.61","53.3","54.39","55.98","52.99","57.4","56.09","59.8","48.24","57.24","57.37","54.32","53.45","59.08","56.49","50.23","55.54","58.03","53.6","57.15","61.89"
,"46.45","50.75","40.75","43.09","42.42","42.29","45.87","45.26","45.44","43.21","48.8","45.19","48.58","49.87","49.84","49.27","43.67","41.47","42.47","49.1","52.47","50.58","44.09","48.67","52.2","44","51.8","50.48","49.06","46.98","45.81","48.7","52.74","49.71","46.45","51.63","59.06","53.88","53.69","50.35","51.06","55.47","51.66","50.5","49.42","49.62","51.43","49.86","50.59","52.23","58.88","54.9","53.7","58.31","52.37","53.97","52.32","50.79","54.98","55.23","49.92","55","55.98","52.81","53.41","55.73","55.93","53.42","54.32","56.68","56.07","55.67","55.78","56.94","56.67","54.51","53.72","58.14","57.62","59.61","53.3","54.39","55.98","52.99","57.4","56.09","59.8","48.24","57.24","57.37","54.32","53.45","59.08","56.49","50.23","55.54","58.03","53.6","57.15","61.89"
,"46.45","50.75","40.75","43.09","42.42","42.29","45.87","45.26","45.44","43.21","48.8","45.19","48.58","49.87","49.84","49.27","43.67","41.47","42.47","49.1","52.47","50.58","44.09","48.67","52.2","44","51.8","50.48","49.06","46.98","45.81","48.7","52.74","49.71","46.45","51.63","59.06","53.88","53.69","50.35","51.06","55.47","51.66","50.5","49.42","49.62","51.43","49.86","50.59","52.23","58.88","54.9","53.7","58.31","52.37","53.97","52.32","50.79","54.98","55.23","49.92","55","55.98","52.81","53.41","55.73","55.93","53.42","54.32","56.68","56.07","55.67","55.78","56.94","56.67","54.51","53.72","58.14","57.62","59.61","53.3","54.39","55.98","52.99","57.4","56.09","59.8","48.24","57.24","57.37","54.32","53.45","59.08","56.49","50.23","55.54","58.03","53.6","57.15","61.89"
,"46.45","50.75","40.75","43.09","42.42","42.29","45.87","45.26","45.44","43.21","48.8","45.19","48.58","49.87","49.84","49.27","43.67","41.47","42.47","49.1","52.47","50.58","44.09","48.67","52.2","44","51.8","50.48","49.06","46.98","45.81","48.7","52.74","49.71","46.45","51.63","59.06","53.88","53.69","50.35","51.06","55.47","51.66","50.5","49.42","49.62","51.43","49.86","50.59","52.23","58.88","54.9","53.7","58.31","52.37","53.97","52.32","50.79","54.98","55.23","49.92","55","55.98","52.81","53.41","55.73","55.93","53.42","54.32","56.68","56.07","55.67","55.78","56.94","56.67","54.51","53.72","58.14","57.62","59.61","53.3","54.39","55.98","52.99","57.4","56.09","59.8","48.24","57.24","57.37","54.32","53.45","59.08","56.49","50.23","55.54","58.03","53.6","57.15","61.89"
,"46.45","50.75","40.75","43.09","42.42","42.29","45.87","45.26","45.44","43.21","48.8","45.19","48.58","49.87","49.84","49.27","43.67","41.47","42.47","49.1","52.47","50.58","44.09","48.67","52.2","44","51.8","50.48","49.06","46.98","45.81","48.7","52.74","49.71","46.45","51.63","59.06","53.88","53.69","50.35","51.06","55.47","51.66","50.5","49.42","49.62","51.43","49.86","50.59","52.23","58.88","54.9","53.7","58.31","52.37","53.97","52.32","50.79","54.98","55.23","49.92","55","55.98","52.81","53.41","55.73","55.93","53.42","54.32","56.68","56.07","55.67","55.78","56.94","56.67","54.51","53.72","58.14","57.62","59.61","53.3","54.39","55.98","52.99","57.4","56.09","59.8","48.24","57.24","57.37","54.32","53.45","59.08","56.49","50.23","55.54","58.03","53.6","57.15","61.89"
,"46.45","50.75","40.75","43.09","42.42","42.29","45.87","45.26","45.44","43.21","48.8","45.19","48.58","49.87","49.84","49.27","43.67","41.47","42.47","49.1","52.47","50.58","44.09","48.67","52.2","44","51.8","50.48","49.06","46.98","45.81","48.7","52.74","49.71","46.45","51.63","59.06","53.88","53.69","50.35","51.06","55.47","51.66","50.5","49.42","49.62","51.43","49.86","50.59","52.23","58.88","54.9","53.7","58.31","52.37","53.97","52.32","50.79","54.98","55.23","49.92","55","55.98","52.81","53.41","55.73","55.93","53.42","54.32","56.68","56.07","55.67","55.78","56.94","56.67","54.51","53.72","58.14","57.62","59.61","53.3","54.39","55.98","52.99","57.4","56.09","59.8","48.24","57.24","57.37","54.32","53.45","59.08","56.49","50.23","55.54","58.03","53.6","57.15","61.89"
,"46.45","50.75","40.75","43.09","42.42","42.29","45.87","45.26","45.44","43.21","48.8","45.19","48.58","49.87","49.84","49.27","43.67","41.47","42.47","49.1","52.47","50.58","44.09","48.67","52.2","44","51.8","50.48","49.06","46.98","45.81","48.7","52.74","49.71","46.45","51.63","59.06","53.88","53.69","50.35","51.06","55.47","51.66","50.5","49.42","49.62","51.43","49.86","50.59","52.23","58.88","54.9","53.7","58.31","52.37","53.97","52.32","50.79","54.98","55.23","49.92","55","55.98","52.81","53.41","55.73","55.93","53.42","54.32","56.68","56.07","55.67","55.78","56.94","56.67","54.51","53.72","58.14","57.62","59.61","53.3","54.39","55.98","52.99","57.4","56.09","59.8","48.24","57.24","57.37","54.32","53.45","59.08","56.49","50.23","55.54","58.03","53.6","57.15","61.89"
,"46.45","50.75","40.75","43.09","42.42","42.29","45.87","45.26","45.44","43.21","48.8","45.19","48.58","49.87","49.84","49.27","43.67","41.47","42.47","49.1","52.47","50.58","44.09","48.67","52.2","44","51.8","50.48","49.06","46.98","45.81","48.7","52.74","49.71","46.45","51.63","59.06","53.88","53.69","50.35","51.06","55.47","51.66","50.5","49.42","49.62","51.43","49.86","50.59","52.23","58.88","54.9","53.7","58.31","52.37","53.97","52.32","50.79","54.98","55.23","49.92","55","55.98","52.81","53.41","55.73","55.93","53.42","54.32","56.68","56.07","55.67","55.78","56.94","56.67","54.51","53.72","58.14","57.62","59.61","53.3","54.39","55.98","52.99","57.4","56.09","59.8","48.24","57.24","57.37","54.32","53.45","59.08","56.49","50.23","55.54","58.03","53.6","57.15","61.89"
,"46.45","50.75","40.75","43.09","42.42","42.29","45.87","45.26","45.44","43.21","48.8","45.19","48.58","49.87","49.84","49.27","43.67","41.47","42.47","49.1","52.47","50.58","44.09","48.67","52.2","44","51.8","50.48","49.06","46.98","45.81","48.7","52.74","49.71","46.45","51.63","59.06","53.88","53.69","50.35","51.06","55.47","51.66","50.5","49.42","49.62","51.43","49.86","50.59","52.23","58.88","54.9","53.7","58.31","52.37","53.97","52.32","50.79","54.98","55.23","49.92","55","55.98","52.81","53.41","55.73","55.93","53.42","54.32","56.68","56.07","55.67","55.78","56.94","56.67","54.51","53.72","58.14","57.62","59.61","53.3","54.39","55.98","52.99","57.4","56.09","59.8","48.24","57.24","57.37","54.32","53.45","59.08","56.49","50.23","55.54","58.03","53.6","57.15","61.89"
,"46.45","50.75","40.75","43.09","42.42","42.29","45.87","45.26","45.44","43.21","48.8","45.19","48.58","49.87","49.84","49.27","43.67","41.47","42.47","49.1","52.47","50.58","44.09","48.67","52.2","44","51.8","50.48","49.06","46.98","45.81","48.7","52.74","49.71","46.45","51.63","59.06","53.88","53.69","50.35","51.06","55.47","51.66","50.5","49.42","49.62","51.43","49.86","50.59","52.23","58.88","54.9","53.7","58.31","52.37","53.97","52.32","50.79","54.98","55.23","49.92","55","55.98","52.81","53.41","55.73","55.93","53.42","54.32","56.68","56.07","55.67","55.78","56.94","56.67","54.51","53.72","58.14","57.62","59.61","53.3","54.39","55.98","52.99","57.4","56.09","59.8","48.24","57.24","57.37","54.32","53.45","59.08","56.49","50.23","55.54","58.03","53.6","57.15","61.89"
,"46.45","50.75","40.75","43.09","42.42","42.29","45.87","45.26","45.44","43.21","48.8","45.19","48.58","49.87","49.84","49.27","43.67","41.47","42.47","49.1","52.47","50.58","44.09","48.67","52.2","44","51.8","50.48","49.06","46.98","45.81","48.7","52.74","49.71","46.45","51.63","59.06","53.88","53.69","50.35","51.06","55.47","51.66","50.5","49.42","49.62","51.43","49.86","50.59","52.23","58.88","54.9","53.7","58.31","52.37","53.97","52.32","50.79","54.98","55.23","49.92","55","55.98","52.81","53.41","55.73","55.93","53.42","54.32","56.68","56.07","55.67","55.78","56.94","56.67","54.51","53.72","58.14","57.62","59.61","53.3","54.39","55.98","52.99","57.4","56.09","59.8","48.24","57.24","57.37","54.32","53.45","59.08","56.49","50.23","55.54","58.03","53.6","57.15","61.89"
,"46.45","50.75","40.75","43.09","42.42","42.29","45.87","45.26","45.44","43.21","48.8","45.19","48.58","49.87","49.84","49.27","43.67","41.47","42.47","49.1","52.47","50.58","44.09","48.67","52.2","44","51.8","50.48","49.06","46.98","45.81","48.7","52.74","49.71","46.45","51.63","59.06","53.88","53.69","50.35","51.06","55.47","51.66","50.5","49.42","49.62","51.43","49.86","50.59","52.23","58.88","54.9","53.7","58.31","52.37","53.97","52.32","50.79","54.98","55.23","49.92","55","55.98","52.81","53.41","55.73","55.93","53.42","54.32","56.68","56.07","55.67","55.78","56.94","56.67","54.51","53.72","58.14","57.62","59.61","53.3","54.39","55.98","52.99","57.4","56.09","59.8","48.24","57.24","57.37","54.32","53.45","59.08","56.49","50.23","55.54","58.03","53.6","57.15","61.89"
,"46.45","50.75","40.75","43.09","42.42","42.29","45.87","45.26","45.44","43.21","48.8","45.19","48.58","49.87","49.84","49.27","43.67","41.47","42.47","49.1","52.47","50.58","44.09","48.67","52.2","44","51.8","50.48","49.06","46.98","45.81","48.7","52.74","49.71","46.45","51.63","59.06","53.88","53.69","50.35","51.06","55.47","51.66","50.5","49.42","49.62","51.43","49.86","50.59","52.23","58.88","54.9","53.7","58.31","52.37","53.97","52.32","50.79","54.98","55.23","49.92","55","55.98","52.81","53.41","55.73","55.93","53.42","54.32","56.68","56.07","55.67","55.78","56.94","56.67","54.51","53.72","58.14","57.62","59.61","53.3","54.39","55.98","52.99","57.4","56.09","59.8","48.24","57.24","57.37","54.32","53.45","59.08","56.49","50.23","55.54","58.03","53.6","57.15","61.89"
,"46.45","50.75","40.75","43.09","42.42","42.29","45.87","45.26","45.44","43.21","48.8","45.19","48.58","49.87","49.84","49.27","43.67","41.47","42.47","49.1","52.47","50.58","44.09","48.67","52.2","44","51.8","50.48","49.06","46.98","45.81","48.7","52.74","49.71","46.45","51.63","59.06","53.88","53.69","50.35","51.06","55.47","51.66","50.5","49.42","49.62","51.43","49.86","50.59","52.23","58.88","54.9","53.7","58.31","52.37","53.97","52.32","50.79","54.98","55.23","49.92","55","55.98","52.81","53.41","55.73","55.93","53.42","54.32","56.68","56.07","55.67","55.78","56.94","56.67","54.51","53.72","58.14","57.62","59.61","53.3","54.39","55.98","52.99","57.4","56.09","59.8","48.24","57.24","57.37","54.32","53.45","59.08","56.49","50.23","55.54","58.03","53.6","57.15","61.89"
,"46.45","50.75","40.75","43.09","42.42","42.29","45.87","45.26","45.44","43.21","48.8","45.19","48.58","49.87","49.84","49.27","43.67","41.47","42.47","49.1","52.47","50.58","44.09","48.67","52.2","44","51.8","50.48","49.06","46.98","45.81","48.7","52.74","49.71","46.45","51.63","59.06","53.88","53.69","50.35","51.06","55.47","51.66","50.5","49.42","49.62","51.43","49.86","50.59","52.23","58.88","54.9","53.7","58.31","52.37","53.97","52.32","50.79","54.98","55.23","49.92","55","55.98","52.81","53.41","55.73","55.93","53.42","54.32","56.68","56.07","55.67","55.78","56.94","56.67","54.51","53.72","58.14","57.62","59.61","53.3","54.39","55.98","52.99","57.4","56.09","59.8","48.24","57.24","57.37","54.32","53.45","59.08","56.49","50.23","55.54","58.03","53.6","57.15","61.89"
,"46.45","50.75","40.75","43.09","42.42","42.29","45.87","45.26","45.44","43.21","48.8","45.19","48.58","49.87","49.84","49.27","43.67","41.47","42.47","49.1","52.47","50.58","44.09","48.67","52.2","44","51.8","50.48","49.06","46.98","45.81","48.7","52.74","49.71","46.45","51.63","59.06","53.88","53.69","50.35","51.06","55.47","51.66","50.5","49.42","49.62","51.43","49.86","50.59","52.23","58.88","54.9","53.7","58.31","52.37","53.97","52.32","50.79","54.98","55.23","49.92","55","55.98","52.81","53.41","55.73","55.93","53.42","54.32","56.68","56.07","55.67","55.78","56.94","56.67","54.51","53.72","58.14","57.62","59.61","53.3","54.39","55.98","52.99","57.4","56.09","59.8","48.24","57.24","57.37","54.32","53.45","59.08","56.49","50.23","55.54","58.03","53.6","57.15","61.89"
,"46.35","50.53","40.63","42.96","42.07","41.84","45.45","44.87","45.12","42.3","48.64","45.26","48.47","49.51","49.72","48.86","43.4","40.98","42.21","48.84","52.29","50.2","43.98","48.44","52.19","43.81","51.68","50.22","49.14","46.76","46.01","48.57","52.4","49.73","46.44","52","59.11","53.86","53.58","50.3","51.19","55.39","51.75","50.74","49.62","49.6","51.61","50.18","50.9","52.19","59.23","55.02","54.03","58.75","52.75","54.25","52.28","51","55.16","55.51","50.06","55.05","56.05","52.94","53.89","56.13","56.52","53.7","54.61","56.88","56.5","55.87","55.77","57.41","57.17","55.15","54.11","58.44","57.93","59.72","53.52","54.89","56.45","53.62","57.68","55.99","60.04","48.73","57.72","57.72","54.7","53.95","59.21","57.2","50.7","55.95","58.12","54.39","57.49","62.36"
,"46.35","50.53","40.63","42.96","42.07","41.84","45.45","44.87","45.12","42.3","48.64","45.26","48.47","49.51","49.72","48.86","43.4","40.98","42.21","48.84","52.29","50.2","43.98","48.44","52.19","43.81","51.68","50.22","49.14","46.76","46.01","48.57","52.4","49.73","46.44","52","59.11","53.86","53.58","50.3","51.19","55.39","51.75","50.74","49.62","49.6","51.61","50.18","50.9","52.19","59.23","55.02","54.03","58.75","52.75","54.25","52.28","51","55.16","55.51","50.06","55.05","56.05","52.94","53.89","56.13","56.52","53.7","54.61","56.88","56.5","55.87","55.77","57.41","57.17","55.15","54.11","58.44","57.93","59.72","53.52","54.89","56.45","53.62","57.68","55.99","60.04","48.73","57.72","57.72","54.7","53.95","59.21","57.2","50.7","55.95","58.12","54.39","57.49","62.36"
,"46.35","50.53","40.63","42.96","42.07","41.84","45.45","44.87","45.12","42.3","48.64","45.26","48.47","49.51","49.72","48.86","43.4","40.98","42.21","48.84","52.29","50.2","43.98","48.44","52.19","43.81","51.68","50.22","49.14","46.76","46.01","48.57","52.4","49.73","46.44","52","59.11","53.86","53.58","50.3","51.19","55.39","51.75","50.74","49.62","49.6","51.61","50.18","50.9","52.19","59.23","55.02","54.03","58.75","52.75","54.25","52.28","51","55.16","55.51","50.06","55.05","56.05","52.94","53.89","56.13","56.52","53.7","54.61","56.88","56.5","55.87","55.77","57.41","57.17","55.15","54.11","58.44","57.93","59.72","53.52","54.89","56.45","53.62","57.68","55.99","60.04","48.73","57.72","57.72","54.7","53.95","59.21","57.2","50.7","55.95","58.12","54.39","57.49","62.36"
,"46.35","50.53","40.63","42.96","42.07","41.84","45.45","44.87","45.12","42.3","48.64","45.26","48.47","49.51","49.72","48.86","43.4","40.98","42.21","48.84","52.29","50.2","43.98","48.44","52.19","43.81","51.68","50.22","49.14","46.76","46.01","48.57","52.4","49.73","46.44","52","59.11","53.86","53.58","50.3","51.19","55.39","51.75","50.74","49.62","49.6","51.61","50.18","50.9","52.19","59.23","55.02","54.03","58.75","52.75","54.25","52.28","51","55.16","55.51","50.06","55.05","56.05","52.94","53.89","56.13","56.52","53.7","54.61","56.88","56.5","55.87","55.77","57.41","57.17","55.15","54.11","58.44","57.93","59.72","53.52","54.89","56.45","53.62","57.68","55.99","60.04","48.73","57.72","57.72","54.7","53.95","59.21","57.2","50.7","55.95","58.12","54.39","57.49","62.36"
,"46.35","50.53","40.63","42.96","42.07","41.84","45.45","44.87","45.12","42.3","48.64","45.26","48.47","49.51","49.72","48.86","43.4","40.98","42.21","48.84","52.29","50.2","43.98","48.44","52.19","43.81","51.68","50.22","49.14","46.76","46.01","48.57","52.4","49.73","46.44","52","59.11","53.86","53.58","50.3","51.19","55.39","51.75","50.74","49.62","49.6","51.61","50.18","50.9","52.19","59.23","55.02","54.03","58.75","52.75","54.25","52.28","51","55.16","55.51","50.06","55.05","56.05","52.94","53.89","56.13","56.52","53.7","54.61","56.88","56.5","55.87","55.77","57.41","57.17","55.15","54.11","58.44","57.93","59.72","53.52","54.89","56.45","53.62","57.68","55.99","60.04","48.73","57.72","57.72","54.7","53.95","59.21","57.2","50.7","55.95","58.12","54.39","57.49","62.36"
,"46.35","50.53","40.63","42.96","42.07","41.84","45.45","44.87","45.12","42.3","48.64","45.26","48.47","49.51","49.72","48.86","43.4","40.98","42.21","48.84","52.29","50.2","43.98","48.44","52.19","43.81","51.68","50.22","49.14","46.76","46.01","48.57","52.4","49.73","46.44","52","59.11","53.86","53.58","50.3","51.19","55.39","51.75","50.74","49.62","49.6","51.61","50.18","50.9","52.19","59.23","55.02","54.03","58.75","52.75","54.25","52.28","51","55.16","55.51","50.06","55.05","56.05","52.94","53.89","56.13","56.52","53.7","54.61","56.88","56.5","55.87","55.77","57.41","57.17","55.15","54.11","58.44","57.93","59.72","53.52","54.89","56.45","53.62","57.68","55.99","60.04","48.73","57.72","57.72","54.7","53.95","59.21","57.2","50.7","55.95","58.12","54.39","57.49","62.36"
,"46.35","50.53","40.63","42.96","42.07","41.84","45.45","44.87","45.12","42.3","48.64","45.26","48.47","49.51","49.72","48.86","43.4","40.98","42.21","48.84","52.29","50.2","43.98","48.44","52.19","43.81","51.68","50.22","49.14","46.76","46.01","48.57","52.4","49.73","46.44","52","59.11","53.86","53.58","50.3","51.19","55.39","51.75","50.74","49.62","49.6","51.61","50.18","50.9","52.19","59.23","55.02","54.03","58.75","52.75","54.25","52.28","51","55.16","55.51","50.06","55.05","56.05","52.94","53.89","56.13","56.52","53.7","54.61","56.88","56.5","55.87","55.77","57.41","57.17","55.15","54.11","58.44","57.93","59.72","53.52","54.89","56.45","53.62","57.68","55.99","60.04","48.73","57.72","57.72","54.7","53.95","59.21","57.2","50.7","55.95","58.12","54.39","57.49","62.36"
,"46.35","50.53","40.63","42.96","42.07","41.84","45.45","44.87","45.12","42.3","48.64","45.26","48.47","49.51","49.72","48.86","43.4","40.98","42.21","48.84","52.29","50.2","43.98","48.44","52.19","43.81","51.68","50.22","49.14","46.76","46.01","48.57","52.4","49.73","46.44","52","59.11","53.86","53.58","50.3","51.19","55.39","51.75","50.74","49.62","49.6","51.61","50.18","50.9","52.19","59.23","55.02","54.03","58.75","52.75","54.25","52.28","51","55.16","55.51","50.06","55.05","56.05","52.94","53.89","56.13","56.52","53.7","54.61","56.88","56.5","55.87","55.77","57.41","57.17","55.15","54.11","58.44","57.93","59.72","53.52","54.89","56.45","53.62","57.68","55.99","60.04","48.73","57.72","57.72","54.7","53.95","59.21","57.2","50.7","55.95","58.12","54.39","57.49","62.36"
,"46.35","50.53","40.63","42.96","42.07","41.84","45.45","44.87","45.12","42.3","48.64","45.26","48.47","49.51","49.72","48.86","43.4","40.98","42.21","48.84","52.29","50.2","43.98","48.44","52.19","43.81","51.68","50.22","49.14","46.76","46.01","48.57","52.4","49.73","46.44","52","59.11","53.86","53.58","50.3","51.19","55.39","51.75","50.74","49.62","49.6","51.61","50.18","50.9","52.19","59.23","55.02","54.03","58.75","52.75","54.25","52.28","51","55.16","55.51","50.06","55.05","56.05","52.94","53.89","56.13","56.52","53.7","54.61","56.88","56.5","55.87","55.77","57.41","57.17","55.15","54.11","58.44","57.93","59.72","53.52","54.89","56.45","53.62","57.68","55.99","60.04","48.73","57.72","57.72","54.7","53.95","59.21","57.2","50.7","55.95","58.12","54.39","57.49","62.36"
,"46.35","50.53","40.63","42.96","42.07","41.84","45.45","44.87","45.12","42.3","48.64","45.26","48.47","49.51","49.72","48.86","43.4","40.98","42.21","48.84","52.29","50.2","43.98","48.44","52.19","43.81","51.68","50.22","49.14","46.76","46.01","48.57","52.4","49.73","46.44","52","59.11","53.86","53.58","50.3","51.19","55.39","51.75","50.74","49.62","49.6","51.61","50.18","50.9","52.19","59.23","55.02","54.03","58.75","52.75","54.25","52.28","51","55.16","55.51","50.06","55.05","56.05","52.94","53.89","56.13","56.52","53.7","54.61","56.88","56.5","55.87","55.77","57.41","57.17","55.15","54.11","58.44","57.93","59.72","53.52","54.89","56.45","53.62","57.68","55.99","60.04","48.73","57.72","57.72","54.7","53.95","59.21","57.2","50.7","55.95","58.12","54.39","57.49","62.36"
,"46.35","50.53","40.63","42.96","42.07","41.84","45.45","44.87","45.12","42.3","48.64","45.26","48.47","49.51","49.72","48.86","43.4","40.98","42.21","48.84","52.29","50.2","43.98","48.44","52.19","43.81","51.68","50.22","49.14","46.76","46.01","48.57","52.4","49.73","46.44","52","59.11","53.86","53.58","50.3","51.19","55.39","51.75","50.74","49.62","49.6","51.61","50.18","50.9","52.19","59.23","55.02","54.03","58.75","52.75","54.25","52.28","51","55.16","55.51","50.06","55.05","56.05","52.94","53.89","56.13","56.52","53.7","54.61","56.88","56.5","55.87","55.77","57.41","57.17","55.15","54.11","58.44","57.93","59.72","53.52","54.89","56.45","53.62","57.68","55.99","60.04","48.73","57.72","57.72","54.7","53.95","59.21","57.2","50.7","55.95","58.12","54.39","57.49","62.36"
,"46.35","50.53","40.63","42.96","42.07","41.84","45.45","44.87","45.12","42.3","48.64","45.26","48.47","49.51","49.72","48.86","43.4","40.98","42.21","48.84","52.29","50.2","43.98","48.44","52.19","43.81","51.68","50.22","49.14","46.76","46.01","48.57","52.4","49.73","46.44","52","59.11","53.86","53.58","50.3","51.19","55.39","51.75","50.74","49.62","49.6","51.61","50.18","50.9","52.19","59.23","55.02","54.03","58.75","52.75","54.25","52.28","51","55.16","55.51","50.06","55.05","56.05","52.94","53.89","56.13","56.52","53.7","54.61","56.88","56.5","55.87","55.77","57.41","57.17","55.15","54.11","58.44","57.93","59.72","53.52","54.89","56.45","53.62","57.68","55.99","60.04","48.73","57.72","57.72","54.7","53.95","59.21","57.2","50.7","55.95","58.12","54.39","57.49","62.36"
